"Code","Description","Name"
"118602004","Hodgkin's granuloma (clinical)","cancer"
"118605002","Hodgkin's paragranuloma (clinical)","cancer"
"118606001","Hodgkin's sarcoma (clinical)","cancer"
"118607005","Hodgkin's disease, lymphocytic-histiocytic predominance (clinical)","cancer"
"118608000","Hodgkin's disease, nodular sclerosis (clinical)","cancer"
"118609008","Hodgkin's disease, mixed cellularity (clinical)","cancer"
"118610003","Hodgkin's disease, lymphocytic depletion (clinical)","cancer"
"118611004","Sézary's disease (clinical)","cancer"
"118612006","Malignant histiocytosis (clinical)","cancer"
"118613001","Leukemic reticuloendotheliosis (clinical) [obs]","cancer"
"118614007","Letterer-Siwe disease (clinical)","cancer"
"118615008","Malignant mast cell tumor (clinical)","cancer"
"118617000","Burkitt's lymphoma (clinical)","cancer"
"118618005","Mycosis fungoides (clinical)","cancer"
"127225006","Chronic myelomonocytic leukemia","cancer"
"128462008","Metastatic neoplasm (disease)","cancer"
"134421000","Pathological fracture due to metastatic bone disease","cancer"
"161436008","H/O: * leukemia","cancer"
"187601000","Malignant neoplasm of upper lip, lipstick area","cancer"
"187604008","Malignant neoplasm of lower lip, external","cancer"
"187606005","Malignant tumour of oral aspect of upper lip","cancer"
"187613005","Malignant neoplasm of lower lip, buccal aspect","cancer"
"187614004","Malignant tumor of frenum of lower lip","cancer"
"187622006","Malignant tumor of labial mucosa","cancer"
"187624007","Malignant neoplasm of overlapping lesion of lip","cancer"
"187631006","Malignant neoplasm of base of tongue dorsal surface","cancer"
"187633009","Malignant neoplasm of dorsal surface of tongue","cancer"
"187637005","Malignant neoplasm of tongue, tip and lateral border","cancer"
"187640005","Malignant neoplasm of anterior 2/3 of tongue ventral surface","cancer"
"187641009","Malignant tumor of frenum linguae","cancer"
"187644001","Malignant tumour of junctional zone of tongue","cancer"
"187652003","Malignant tumour of anterior floor of mouth","cancer"
"187653008","Malignant neoplasm of lateral portion of floor of mouth","cancer"
"187658004","Malignant tumour of vestibule of mouth","cancer"
"187659007","Malignant neoplasm of upper buccal sulcus","cancer"
"187660002","Malignant tumor of lower buccal sulcus","cancer"
"187666008","Malignant neoplasm of junction of hard and soft palate","cancer"
"187675005","Malignant tumour of palatopharyngeal arch","cancer"
"187681002","Malignant neoplasm of anterior epiglottis","cancer"
"187682009","Malignant neoplasm of epiglottis, free border","cancer"
"187683004","Malignant neoplasm of glossoepiglottic fold","cancer"
"187685006","Malignant neoplasm of junctional region of epiglottis","cancer"
"187688008","Malignant tumour of posterior wall of oropharynx","cancer"
"187692001","Malignant tumor of epipharynx","cancer"
"187693006","Malignant tumour of posterior wall of nasopharynx","cancer"
"187694000","Malignant tumor of adenoid","cancer"
"187697007","Malignant tumour of fossa of Rosenmuller","cancer"
"187700006","Malignant tumor of anterior wall of nasopharynx","cancer"
"187708004","Malignant tumor aryepiglottic fold - hypopharyngeal aspect","cancer"
"187709007","Malignant neoplasm of posterior pharynx","cancer"
"187716008","Malignant tumour of Waldeyer's ring","cancer"
"187722004","Malignant tumour of cervical part of oesophagus","cancer"
"187723009","Malignant neoplasm of thoracic esophagus","cancer"
"187724003","Malignant tumour of abdominal part of oesophagus","cancer"
"187725002","Malignant neoplasm of upper third of esophagus","cancer"
"187726001","Malignant tumor of middle third of esophagus","cancer"
"187727005","Malignant neoplasm of lower third of oesophagus","cancer"
"187732006","Malignant neoplasm of cardia of stomach","cancer"
"187733001","Malignant neoplasm of cardiac orifice of stomach","cancer"
"187734007","Malignant neoplasm of cardio-esophageal junction of stomach","cancer"
"187736009","Malignant tumor of pylorus","cancer"
"187738005","Malignant neoplasm of pyloric canal of stomach","cancer"
"187740000","Malignant tumor of pyloric antrum","cancer"
"187741001","Malignant tumour of fundus of stomach","cancer"
"187742008","Malignant tumor of body of stomach","cancer"
"187752007","Malignant tumor of Meckel's diverticulum","cancer"
"187757001","Malignant neoplasm, overlapping lesion of colon","cancer"
"187760008","Malignant neoplasm of rectum, rectosigmoid junction and anus","cancer"
"187767006","Malignant neoplasm of liver and intrahepatic bile ducts","cancer"
"187769009","Primary carcinoma of liver","cancer"
"187773007","Malignant neoplasm of interlobular bile ducts","cancer"
"187777008","Malignant neoplasm of intrahepatic gall duct","cancer"
"187784000","Malignant neoplasm of hepatic duct","cancer"
"187791002","Malignant tumor of body of pancreas","cancer"
"187792009","Malignant tumour of tail of pancreas","cancer"
"187793004","Malignant tumor of pancreatic duct","cancer"
"187794005","Malignant tumour of Islets of Langerhans","cancer"
"187798008","Malignant neoplasm of ectopic pancreatic tissue","cancer"
"187801002","Malignant tumour of peritoneum and retroperitoneum","cancer"
"187803004","Malignant neoplasm of perinephric tissue","cancer"
"187804005","Malignant neoplasm of retrocaecal tissue","cancer"
"187807003","Overlapping malignant lesion of retroperitoneum and peritoneum","cancer"
"187808008","Malignant neoplasm of specified parts of peritoneum","cancer"
"187811009","Malignant neoplasm of mesorectum","cancer"
"187814001","Malignant neoplasm of the pouch of Douglas","cancer"
"187822008","Fibrosarcoma of spleen","cancer"
"187824009","Malignant neoplasm, overlapping lesion of digestive system","cancer"
"187828007","Malignant neoplasm of nasal cavities, middle ear and accessory sinuses","cancer"
"187829004","Malignant neoplasm of cartilage of nose","cancer"
"187830009","Malignant neoplasm of nasal conchae","cancer"
"187831008","Malignant tumour of nasal vestibule","cancer"
"187833006","Malignant neoplasm of auditory tube, middle ear and mastoid air cells","cancer"
"187835004","Malignant tumour of tympanic cavity","cancer"
"187836003","Malignant tumor of tympanic antrum","cancer"
"187838002","Malignant neoplasm, overlapping lesion of accessory sinuses","cancer"
"187841006","Malignant tumor of glottis","cancer"
"187842004","Malignant tumour of supraglottis","cancer"
"187843009","Malignant neoplasm of arytenoid cartilage","cancer"
"187844003","Malignant neoplasm of cricoid cartilage","cancer"
"187846001","Malignant neoplasm of thyroid cartilage","cancer"
"187854004","Malignant neoplasm of mucosa of trachea","cancer"
"187857006","Malignant neoplasm of carina of bronchus","cancer"
"187861000","Malignant neoplasm of upper lobe bronchus","cancer"
"187862007","Malignant neoplasm of upper lobe of lung","cancer"
"187864008","Malignant neoplasm of middle lobe, bronchus or lung","cancer"
"187865009","Malignant neoplasm of middle lobe bronchus","cancer"
"187866005","Malignant neoplasm of middle lobe of lung","cancer"
"187868006","Malignant neoplasm of lower lobe, bronchus or lung","cancer"
"187869003","Malignant neoplasm of lower lobe bronchus","cancer"
"187870002","Malignant neoplasm of lower lobe of lung","cancer"
"187881004","Malignant neoplasm of thymus, heart and mediastinum","cancer"
"187900002","Malignant neoplasm of bones of skull and face","cancer"
"187903000","Malignant neoplasm of malar bone","cancer"
"187906008","Malignant neoplasm of orbital bone","cancer"
"187916000","Malignant neoplasm of cervical vertebra","cancer"
"187917009","Malignant neoplasm of thoracic vertebra","cancer"
"187918004","Malignant neoplasm of lumbar vertebra","cancer"
"187920001","Malignant neoplasm of ribs, sternum and clavicle","cancer"
"187925006","Malignant neoplasm of costal cartilage","cancer"
"187926007","Malignant neoplasm of costovertebral joint","cancer"
"187927003","Malignant neoplasm of xiphoid process","cancer"
"187929000","Malignant neoplasm of scapula and long bones of upper arm","cancer"
"187932002","Malignant neoplasm of humerus","cancer"
"187937008","Malignant neoplasm of carpal bone - scaphoid","cancer"
"187938003","Malignant neoplasm of carpal bone - lunate","cancer"
"187949009","Malignant neoplasm of fifth metacarpal bone","cancer"
"187950009","Malignant neoplasm of phalanges of hand","cancer"
"187952001","Malignant neoplasm of pelvic bones, sacrum and coccyx","cancer"
"187956003","Malignant neoplasm of sacral vertebra","cancer"
"187957007","Malignant neoplasm of coccygeal vertebra","cancer"
"187967002","Malignant neoplasm of calcaneum","cancer"
"187968007","Malignant neoplasm of medial cuneiform","cancer"
"187973001","Malignant neoplasm of first metatarsal bone","cancer"
"187976009","Malignant neoplasm of fourth metatarsal bone","cancer"
"187978005","Malignant neoplasm of phalanges of foot","cancer"
"187987001","Malignant neoplasm of cartilage of ear","cancer"
"187988006","Malignant neoplasm of tarsus of eyelid","cancer"
"187991006","Malignant neoplasm of connective and soft tissue of upper limb and shoulder","cancer"
"187992004","Malignant neoplasm of connective and soft tissue of shoulder","cancer"
"187993009","Malignant neoplasm of connective and soft tissue, upper arm","cancer"
"187994003","Malignant neoplasm of connective and soft tissue of fore-arm","cancer"
"187995002","Malignant neoplasm of connective and soft tissue of hand","cancer"
"187996001","Malignant neoplasm of connective and soft tissue of finger","cancer"
"187997005","Malignant neoplasm of connective and soft tissue of thumb","cancer"
"187999008","Malignant neoplasm of connective and soft tissue of hip and lower limb","cancer"
"188000002","Malignant neoplasm of connective and soft tissue of hip","cancer"
"188001003","Malignant neoplasm of connective and soft tissue of thigh and upper leg","cancer"
"188002005","Malignant neoplasm of connective and soft tissue of popliteal space","cancer"
"188003000","Malignant neoplasm of connective and soft tissue of lower leg","cancer"
"188004006","Malignant neoplasm of connective and soft tissue of foot","cancer"
"188005007","Malignant neoplasm of connective and soft tissue of toe","cancer"
"188009001","Malignant neoplasm of connective and soft tissue of thorax","cancer"
"188010006","Malignant neoplasm of connective and soft tissue of axilla","cancer"
"188013008","Malignant neoplasm of connective and soft tissues of thoracic spine","cancer"
"188015001","Malignant neoplasm of connective and soft tissue of abdomen","cancer"
"188016000","Malignant neoplasm of connective and soft tissue of abdominal wall","cancer"
"188017009","Malignant neoplasm of connective and soft tissues of lumbar spine","cancer"
"188019007","Malignant neoplasm of connective and soft tissue of pelvis","cancer"
"188020001","Malignant neoplasm of connective and soft tissue of buttock","cancer"
"188021002","Malignant neoplasm of connective and soft tissue of inguinal region","cancer"
"188022009","Malignant neoplasm of connective and soft tissue of perineum","cancer"
"188029000","Kaposi's sarcoma of soft tissue","cancer"
"188030005","Malignant melanoma of lip","cancer"
"188032002","Malignant melanoma of ear and external auricular canal","cancer"
"188033007","Malignant melanoma of auricle (ear)","cancer"
"188034001","Malignant melanoma of external auditory meatus","cancer"
"188038003","Malignant melanoma of chin","cancer"
"188040008","Malignant melanoma of forehead","cancer"
"188042000","Malignant melanoma of temple","cancer"
"188044004","Malignant melanoma of scalp and neck","cancer"
"188045003","Malignant melanoma of scalp","cancer"
"188046002","Malignant melanoma of neck","cancer"
"188049009","Malignant melanoma of axilla","cancer"
"188050009","Malignant melanoma of breast","cancer"
"188051008","Malignant melanoma of buttock","cancer"
"188052001","Malignant melanoma of groin","cancer"
"188054000","Malignant melanoma of perineum","cancer"
"188055004","Malignant melanoma of umbilicus","cancer"
"188060000","Malignant melanoma of shoulder","cancer"
"188061001","Malignant melanoma of upper arm","cancer"
"188062008","Malignant melanoma of fore-arm","cancer"
"188063003","Malignant melanoma of hand","cancer"
"188064009","Malignant melanoma of finger","cancer"
"188065005","Malignant melanoma of thumb","cancer"
"188067002","Malignant melanoma of lower limb and hip","cancer"
"188068007","Malignant melanoma of hip","cancer"
"188069004","Malignant melanoma of thigh","cancer"
"188070003","Malignant melanoma of knee","cancer"
"188071004","Malignant melanoma of popliteal fossa area","cancer"
"188072006","Malignant melanoma of lower leg","cancer"
"188073001","Malignant melanoma of ankle","cancer"
"188074007","Malignant melanoma of heel","cancer"
"188075008","Malignant melanoma of foot","cancer"
"188076009","Malignant melanoma of toe","cancer"
"188077000","Malignant melanoma of great toe","cancer"
"188147009","Malignant neoplasm of nipple and areola of female breast","cancer"
"188151006","Malignant neoplasm of central part of female breast","cancer"
"188152004","Malignant neoplasm of upper-inner quadrant of female breast","cancer"
"188153009","Malignant neoplasm of lower-inner quadrant of female breast","cancer"
"188154003","Malignant neoplasm of upper-outer quadrant of female breast","cancer"
"188155002","Malignant neoplasm of lower-outer quadrant of female breast","cancer"
"188156001","Malignant neoplasm of axillary tail of female breast","cancer"
"188157005","Malignant neoplasm, overlapping lesion of breast","cancer"
"188159008","Malignant neoplasm of ectopic site of female breast","cancer"
"188163001","Malignant neoplasm of nipple and areola of male breast","cancer"
"188168005","Malignant neoplasm of ectopic site of male breast","cancer"
"188176007","Malignant neoplasm of endocervical canal","cancer"
"188177003","Malignant neoplasm of endocervical gland","cancer"
"188180002","Malignant neoplasm, overlapping lesion of cervix uteri","cancer"
"188183000","Malignant neoplasm of cervical stump","cancer"
"188184006","Malignant neoplasm of squamocolumnar junction of cervix","cancer"
"188188009","Choriocarcinoma","cancer"
"188189001","Malignant neoplasm of corpus uteri, excluding isthmus","cancer"
"188190005","Malignant neoplasm of cornu of corpus uteri","cancer"
"188191009","Malignant neoplasm of fundus of corpus uteri","cancer"
"188192002","Malignant neoplasm of endometrium of corpus uteri","cancer"
"188193007","Malignant neoplasm of myometrium of corpus uteri","cancer"
"188195000","Malignant neoplasm of isthmus of uterine body","cancer"
"188198003","Malignant neoplasm of overlapping lesion of corpus uteri","cancer"
"188209005","Malignant neoplasm of vaginal vault","cancer"
"188211001","Malignant neoplasm of greater vestibular (Bartholin's) gland","cancer"
"188219004","Malignant tumour of undescended testis","cancer"
"188230001","Malignant tumour of shaft of penis","cancer"
"188234005","Malignant neoplasm of seminal vesicle","cancer"
"188235006","Malignant tumor of tunica vaginalis","cancer"
"188239000","Malignant tumor of trigone of urinary bladder","cancer"
"188240003","Malignant tumour of vault of bladder","cancer"
"188241004","Malignant neoplasm of lateral wall of urinary bladder","cancer"
"188242006","Malignant neoplasm of anterior wall of urinary bladder","cancer"
"188243001","Malignant neoplasm of posterior wall of urinary bladder","cancer"
"188244007","Malignant tumour of bladder neck","cancer"
"188245008","Malignant neoplasm of ureteric orifice","cancer"
"188247000","Malignant neoplasm, overlapping lesion of bladder","cancer"
"188250002","Malignant neoplasm of kidney parenchyma","cancer"
"188252005","Malignant neoplasm of renal calyx","cancer"
"188253000","Malignant tumour of pelviureteric junction","cancer"
"188256008","Malignant neoplasm of overlapping lesion of urinary organs","cancer"
"188261005","Malignant neoplasm of eyeball excluding conjunctiva, cornea, retina and choroid","cancer"
"188263008","Malignant neoplasm of ciliary body","cancer"
"188264002","Malignant neoplasm of iris","cancer"
"188268004","Malignant neoplasm of connective tissue of orbit","cancer"
"188272000","Malignant neoplasm of lacrimal gland","cancer"
"188273005","Malignant neoplasm of lacrimal sac","cancer"
"188274004","Malignant neoplasm of nasolacrimal duct","cancer"
"188280007","Malignant neoplasm of cerebrum (excluding lobes and ventricles)","cancer"
"188281006","Malignant neoplasm of basal ganglia","cancer"
"188282004","Malignant neoplasm of cerebral cortex","cancer"
"188285002","Malignant neoplasm of globus pallidus","cancer"
"188286001","Malignant tumor of hypothalamus","cancer"
"188287005","Malignant neoplasm of thalamus","cancer"
"188289008","Malignant neoplasm of hippocampus","cancer"
"188292007","Malignant tumour of choroid plexus","cancer"
"188295009","Malignant neoplasm of cerebral peduncle","cancer"
"188296005","Malignant neoplasm of medulla oblongata","cancer"
"188297001","Malignant neoplasm of midbrain","cancer"
"188298006","Malignant neoplasm of pons","cancer"
"188301005","Malignant neoplasm of corpus callosum","cancer"
"188307009","Malignant tumour of cranial nerve","cancer"
"188308004","Malignant neoplasm of olfactory bulb","cancer"
"188321006","Malignant neoplasm of peripheral nerves and autonomic nervous system","cancer"
"188322004","Malignant neoplasm of peripheral nerves of head, face and neck","cancer"
"188323009","Malignant neoplasm of peripheral nerves of upper limb, including shoulder","cancer"
"188324003","Malignant neoplasm of peripheral nerves of lower limb, including hip","cancer"
"188325002","Malignant neoplasm of peripheral nerve of thorax","cancer"
"188326001","Malignant neoplasm of peripheral nerve of abdomen","cancer"
"188327005","Malignant neoplasm of peripheral nerve of pelvis","cancer"
"188339002","Malignant neoplasm of pituitary gland and craniopharyngeal duct","cancer"
"188340000","Malignant tumor of craniopharyngeal duct","cancer"
"188353002","Malignant neoplasm of head, neck and face","cancer"
"188361007","Malignant neoplasm of thorax","cancer"
"188366002","Malignant tumor of abdomen","cancer"
"188445006","Secondary malignant neoplasm of retroperitoneum and peritoneum","cancer"
"188454009","Secondary malignant neoplasm of skin of head","cancer"
"188458007","Secondary malignant neoplasm of skin of shoulder and arm","cancer"
"188459004","Secondary malignant neoplasm of skin of hip and leg","cancer"
"188462001","Secondary malignant neoplasm of brain and spinal cord","cancer"
"188469005","Secondary malignant neoplasm of cervix uteri","cancer"
"188478004","Malignant neoplasms of independent (primary) multiple sites","cancer"
"188487008","Lymphosarcoma and reticulosarcoma","cancer"
"188489006","Reticulosarcoma of lymph nodes of head, face and neck","cancer"
"188498009","Lymphosarcoma","cancer"
"188500005","Lymphosarcoma of lymph nodes of head, face and neck","cancer"
"188501009","Lymphosarcoma of intrathoracic lymph nodes","cancer"
"188502002","Lymphosarcoma of intra-abdominal lymph nodes","cancer"
"188504001","Lymphosarcoma of lymph nodes of inguinal region and lower limb","cancer"
"188506004","Lymphosarcoma of spleen","cancer"
"188510001","Burkitt's lymphoma of lymph nodes of head, face and neck","cancer"
"188511002","Burkitt's lymphoma of intrathoracic lymph nodes","cancer"
"188512009","Burkitt's lymphoma of intra-abdominal lymph nodes","cancer"
"188514005","Burkitt's lymphoma of lymph nodes of inguinal region and lower limb","cancer"
"188534006","Hodgkin's granuloma of lymph nodes of head, face and neck","cancer"
"188547001","Hodgkin's sarcoma of lymph nodes of axilla and upper limb","cancer"
"188554007","Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck","cancer"
"188559002","Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region and lower limb","cancer"
"188565002","Hodgkin's disease, nodular sclerosis of lymph nodes of head, face and neck","cancer"
"188566001","Hodgkin's disease, nodular sclerosis of intrathoracic lymph nodes","cancer"
"188567005","Hodgkin's disease, nodular sclerosis of intra-abdominal lymph nodes","cancer"
"188568000","Hodgkin's disease, nodular sclerosis of lymph nodes of axilla and upper limb","cancer"
"188572001","Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites","cancer"
"188575004","Hodgkin's disease, mixed cellularity of lymph nodes of head, face and neck","cancer"
"188576003","Hodgkin's disease, mixed cellularity of intrathoracic lymph nodes","cancer"
"188589009","Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla and upper limb","cancer"
"188592008","Hodgkin's disease, lymphocytic depletion of spleen","cancer"
"188609000","Nodular lymphoma of lymph nodes of head, face and neck","cancer"
"188613007","Nodular lymphoma of lymph nodes of inguinal region and lower limb","cancer"
"188627002","Mycosis fungoides of lymph nodes of multiple sites","cancer"
"188640007","Malignant histiocytosis of lymph nodes of head, face and neck","cancer"
"188645002","Leukaemic reticuloendotheliosis of lymph nodes of head, face and neck","cancer"
"188660004","Malignant mast cell tumours","cancer"
"188666005","Mast cell malignancy of lymph nodes of inguinal region and lower limb","cancer"
"188669003","Mast cell malignancy of lymph nodes of multiple sites","cancer"
"188672005","Follicular non-Hodgkin's mixed small cleaved and large cell lymphoma","cancer"
"188674006","Diffuse malignant lymphoma - small non-cleaved cell","cancer"
"188676008","Malignant lymphoma - mixed small and large cell","cancer"
"188679001","Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)","cancer"
"188691005","Malignant immunoproliferative small intestinal disease","cancer"
"188718006","Extramedullary plasmacytoma (clinical)","cancer"
"188725004","Lymphatic leukaemia","cancer"
"188726003","Subacute lymphoid leukemia","cancer"
"188729005","Adult T-cell leukaemia","cancer"
"188732008","Myeloid leukemia","cancer"
"188733003","Chronic eosinophilic leukaemia","cancer"
"188734009","Chronic neutrophilic leukemia","cancer"
"188736006","Subacute myeloid leukaemia","cancer"
"188737002","Chloroma","cancer"
"188738007","Granulocytic sarcoma","cancer"
"188744006","Histiocytic leukemia","cancer"
"188745007","Chronic monocytic leukemia","cancer"
"188746008","Subacute monocytic leukaemia","cancer"
"188754005","Thrombocytic leukemia","cancer"
"188768003","Myelomonocytic leukaemia","cancer"
"188770007","Subacute myelomonocytic leukaemia","cancer"
"230257000","Paraneoplastic motor neurone disease","cancer"
"230586003","Neuropathy due to multiple myeloma","cancer"
"231834005","Malignant melanoma of eyelid","cancer"
"236005001","Malignant ascites","cancer"
"239898008","Polymyositis with malignant disease","cancer"
"239901009","Dermatopolymyositis in neoplastic disease","cancer"
"254459004","Malignant tumour of anterior pillar of fauces","cancer"
"254484001","Malignant tumor of posterior margin of nasal septum and choanae","cancer"
"254582000","Carcinoma of rectum","cancer"
"254645002","Malignant mesothelioma of pleura","cancer"
"254792006","Proliferating angioendotheliomatosis","cancer"
"254837009","Malignant tumor of breast","cancer"
"254980001","Malignant tumor of acoustic vestibular nerve","cancer"
"254986007","Malignant tumour of peripheral nerve","cancer"
"255052006","Malignant tumor of unknown origin","cancer"
"255056009","Malignant tumor of head and neck","cancer"
"255066001","Carcinoma of genitourinary organ","cancer"
"255067005","Sarcoma of bone and connective tissue","cancer"
"255068000","Carcinoma of bone, connective tissue, skin and breast","cancer"
"255069008","Carcinoma of lip, oral cavity and pharynx","cancer"
"255073006","Malignant tumor of ear, nose and throat","cancer"
"255077007","Malignant tumour of digestive organ","cancer"
"255081007","Carcinoma of cecum","cancer"
"255083005","Malignant tumor of anus and anal canal","cancer"
"255084004","Squamous cell carcinoma of anal margin","cancer"
"255086002","Carcinoma common bile duct","cancer"
"255090000","Malignant neoplasm of carpal bones","cancer"
"255091001","Malignant neoplasm of metacarpal bones","cancer"
"255107005","Seminoma of testis","cancer"
"269459004","Malignant tumour of lesser curve of stomach","cancer"
"269460009","Malignant tumor of greater curve of stomach","cancer"
"269463006","Malignant tumor of middle ear and mastoid","cancer"
"269464000","Malignant neoplasm of upper lobe, bronchus or lung","cancer"
"269467007","Malignant neoplasm of hand bones","cancer"
"269469005","Malignant neoplasm of soft tissue","cancer"
"269473008","Secondary malignant neoplasm of respiratory and digestive systems","cancer"
"269475001","Malignant neoplasm of lymphatic and haemopoietic tissue","cancer"
"269476000","Nodular lymphoma","cancer"
"269515006","Carcinoma of lip","cancer"
"269578002","Malignant melanoma of head and neck","cancer"
"269579005","Malignant melanoma of trunk","cancer"
"269580008","Malignant melanoma of upper limb","cancer"
"271323007","Malignant neoplasm of lip, oral cavity and pharynx","cancer"
"271467005","Malignant neoplasm of bone, connective tissue, skin and breast","cancer"
"271468000","Malignant neoplasm of genitourinary organ","cancer"
"271568003","Malig neoplasm of lower lip, oral aspect","cancer"
"274088005","Secondary malignant neoplasm of unknown site","cancer"
"274905008","Malignant lymphoma - lymphocytic, intermediate differentiation","cancer"
"275399006","Malignant tumour of lipstick area of lip","cancer"
"275419009","Primary vulval cancer","cancer"
"275524009","Immunoproliferative neoplasm","cancer"
"277473004","B-CLL - B-cell chronic lymphocytic leukemia","cancer"
"277474005","B-cell chronic lymphocytic leukaemia variant","cancer"
"277545003","T-cell chronic lymphocytic leukaemia","cancer"
"277549009","Chronic lymphocytic prolymphocytic leukemia syndrome","cancer"
"277550009","Richter's syndrome","cancer"
"277551008","Splenic lymphoma with villous lymphocytes","cancer"
"277567002","T-cell prolymphocytic leukemia","cancer"
"277568007","Hairy cell leukaemia variant","cancer"
"277569004","Large granular lymphocytic leukemia","cancer"
"277570003","Lymphoma with spill","cancer"
"277571004","B-cell acute lymphoblastic leukemia","cancer"
"277613000","Cutaneous/peripheral T-cell lymphoma","cancer"
"277615007","Low grade B-cell lymphoma","cancer"
"277619001","B-cell prolymphocytic leukaemia","cancer"
"277622004","Mucosa-associated lymphoma","cancer"
"277625002","Follicular non-Hodgkin's small cleaved cell lymphoma","cancer"
"277641001","Malignant lymphoma - histiocytic, nodular","cancer"
"278065000","Superior pulmonary sulcus syndrome","cancer"
"281560004","Neuroblastoma of brain","cancer"
"281562007","Adrenal neuroblastoma","cancer"
"281563002","Thoracic neuroblastoma","cancer"
"281564008","Pelvic neuroblastoma","cancer"
"281565009","Paraspinal neuroblastoma","cancer"
"281566005","Abdominothoracic neuroblastoma","cancer"
"285432005","Carcinoma of cervix","cancer"
"302816009","Malignant tumour of soft tissue of head, face and neck","cancer"
"302817000","Malignant tumor of unknown origin or ill-defined site","cancer"
"302835009","Phaeochromocytoma","cancer"
"302842009","Diffuse malignant lymphoma - centroblastic","cancer"
"302855005","Subacute leukemia","cancer"
"303194003","Metastasis to head and neck lymph node","cancer"
"303201005","Metastasis to multiple lymph nodes","cancer"
"307341004","Atypical hairy cell leukemia","cancer"
"307576001","Osteosarcoma of bone","cancer"
"307593001","Disseminated carcinomatosis","cancer"
"307651005","Myelosclerosis with myeloid metaplasia","cancer"
"308121000","Follicular non-Hodgkin's lymphoma","cancer"
"310498001","Malignant melanoma of back","cancer"
"310504009","Primary malignant neoplasm of unknown site","cancer"
"313248004","Malignant melanoma of chest wall","cancer"
"313427003","Lambda light chain myeloma","cancer"
